_epoch,train_loss,valid_loss,acc,val_acc,lr,early_stopping,elapsed_time
1,0.194957,2.025746,0.222,0.229,0.100000,0,3
2,0.177789,1.976967,0.271,0.257,0.100000,0,7
3,0.169048,1.885078,0.306,0.282,0.100000,0,11
4,0.163191,1.888406,0.328,0.288,0.100000,0,14
5,0.159134,1.801664,0.343,0.302,0.100000,0,18
6,0.156085,1.784946,0.355,0.311,0.100000,0,22
7,0.153616,1.757876,0.367,0.343,0.100000,0,26
8,0.151908,1.782181,0.377,0.319,0.100000,1,29
9,0.150660,1.708720,0.385,0.349,0.100000,0,33
10,0.149758,1.694755,0.386,0.371,0.100000,0,37
11,0.148828,1.743898,0.394,0.336,0.100000,1,40
12,0.147967,1.722422,0.397,0.356,0.100000,2,44
13,0.147053,1.712257,0.400,0.343,0.100000,3,48
14,0.146643,1.693893,0.406,0.349,0.100000,4,52
15,0.146057,1.669180,0.410,0.362,0.100000,5,55
16,0.145317,1.664309,0.412,0.373,0.100000,0,59
17,0.145010,1.646208,0.411,0.376,0.100000,0,63
18,0.144658,1.680292,0.416,0.366,0.100000,1,66
19,0.144108,1.673004,0.418,0.368,0.100000,2,70
20,0.143745,1.648392,0.421,0.381,0.100000,0,74
21,0.143649,1.652269,0.421,0.373,0.100000,1,78
22,0.143220,1.649880,0.424,0.376,0.100000,2,81
23,0.143170,1.672525,0.422,0.371,0.100000,3,85
24,0.142753,1.627674,0.427,0.386,0.100000,0,89
25,0.142639,1.675399,0.425,0.377,0.100000,1,92
26,0.142523,1.633182,0.425,0.382,0.100000,2,96
27,0.142560,1.662058,0.424,0.371,0.100000,3,100
28,0.142380,1.622220,0.426,0.392,0.100000,0,104
29,0.142099,1.666415,0.429,0.382,0.100000,1,107
30,0.142149,1.805996,0.427,0.326,0.100000,2,111
31,0.141726,1.624220,0.429,0.389,0.100000,3,115
32,0.141627,1.652326,0.431,0.385,0.100000,4,118
33,0.141245,1.622341,0.431,0.396,0.100000,0,122
34,0.141385,1.641723,0.431,0.382,0.100000,1,126
35,0.141764,1.626450,0.429,0.385,0.100000,2,130
36,0.141724,1.622121,0.430,0.394,0.100000,3,133
37,0.141038,1.642067,0.431,0.377,0.100000,4,137
38,0.141127,1.613678,0.433,0.379,0.100000,5,141
39,0.140798,1.642487,0.437,0.385,0.100000,6,144
40,0.141117,1.676554,0.431,0.351,0.100000,7,148
41,0.140894,1.654466,0.433,0.384,0.100000,8,152
42,0.140664,1.648551,0.436,0.378,0.100000,9,156
43,0.140545,1.601233,0.438,0.400,0.100000,0,159
44,0.140540,1.673190,0.435,0.367,0.100000,1,163
45,0.141138,1.668853,0.434,0.379,0.100000,2,167
46,0.140543,1.666272,0.437,0.372,0.100000,3,170
47,0.140394,1.644774,0.436,0.384,0.100000,4,174
48,0.140081,1.651451,0.437,0.388,0.100000,5,178
49,0.140490,1.644636,0.436,0.358,0.100000,6,181
