_epoch,train_loss,valid_loss,acc,val_acc,lr,early_stopping,elapsed_time
96,0.086488,1.787383,0.371,0.355,0.1000,18,341
97,1.836876,1.963215,0.314,0.259,0.1000,19,345
98,0.092308,1.813810,0.336,0.355,0.1000,20,348
99,0.086681,1.804627,0.372,0.336,0.1000,21,352
100,1.839262,1.873642,0.316,0.281,0.1000,22,355
101,0.095076,1.834619,0.348,0.335,0.0100,23,359
102,0.089820,1.813806,0.364,0.340,0.0100,24,363
103,1.670889,1.650460,0.373,0.357,0.0100,25,366
104,0.091891,1.746148,0.386,0.368,0.0100,0,370
105,0.086244,1.749304,0.392,0.373,0.0100,0,373
106,1.636016,1.636599,0.386,0.368,0.0100,1,377
107,0.090521,1.721400,0.388,0.372,0.0100,2,380
108,0.084820,1.740105,0.401,0.380,0.0100,0,384
109,1.617642,1.614443,0.392,0.375,0.0100,1,387
110,0.089785,1.721764,0.394,0.383,0.0100,0,391
111,0.083991,1.700010,0.408,0.385,0.0100,0,395
112,1.603815,1.645983,0.397,0.359,0.0100,1,398
113,0.088666,1.712949,0.389,0.376,0.0100,2,402
114,0.083279,1.701837,0.416,0.397,0.0100,0,405
115,1.593917,1.641907,0.402,0.363,0.0100,1,409
116,0.087952,1.685062,0.401,0.389,0.0100,2,412
117,0.082432,1.666022,0.420,0.396,0.0100,3,416
118,1.586161,1.655298,0.405,0.359,0.0100,4,419
119,0.087894,1.680810,0.393,0.392,0.0100,5,423
120,0.082063,1.676249,0.425,0.402,0.0100,0,427
121,1.577500,1.600143,0.408,0.381,0.0100,1,430
122,0.086860,1.693122,0.405,0.397,0.0100,2,434
123,0.081458,1.665031,0.429,0.405,0.0100,0,437
124,1.571271,1.631502,0.414,0.370,0.0100,1,441
125,0.086561,1.654743,0.416,0.401,0.0100,2,444
126,0.080896,1.663638,0.434,0.410,0.0100,0,448
127,1.563105,1.632521,0.412,0.363,0.0100,1,451
128,0.086494,1.669961,0.413,0.406,0.0100,2,455
129,0.080694,1.656909,0.440,0.411,0.0100,0,459
130,1.557462,1.608048,0.417,0.368,0.0100,1,462
131,0.086300,1.648975,0.416,0.400,0.0100,2,466
132,0.080442,1.641741,0.440,0.406,0.0100,3,469
133,1.550887,1.589991,0.418,0.377,0.0100,4,473
134,0.086325,1.667327,0.417,0.415,0.0100,0,476
135,0.080116,1.639002,0.448,0.412,0.0100,1,480
136,1.546833,1.656494,0.419,0.352,0.0100,2,483
137,0.087012,1.663646,0.411,0.402,0.0100,3,487
138,0.079969,1.647812,0.447,0.418,0.0100,0,491
139,1.541105,1.641084,0.420,0.359,0.0100,1,494
140,0.086313,1.636135,0.412,0.416,0.0100,2,498
141,0.079873,1.642251,0.447,0.419,0.0100,0,501
142,1.533198,1.612527,0.424,0.376,0.0100,1,505
143,0.085654,1.657245,0.420,0.411,0.0100,2,508
144,0.079496,1.638893,0.453,0.421,0.0100,0,512
145,1.528863,1.609105,0.426,0.374,0.0100,1,515
146,0.086464,1.627055,0.422,0.419,0.0100,2,519
147,0.079319,1.637623,0.454,0.418,0.0100,3,523
148,1.521202,1.615666,0.428,0.379,0.0100,4,526
149,0.086043,1.641347,0.425,0.418,0.0100,5,530
150,0.079001,1.614771,0.456,0.428,0.0100,0,533
151,1.464726,1.475029,0.462,0.427,0.0010,1,537
152,0.091194,1.543084,0.463,0.426,0.0010,2,540
153,0.081977,1.563366,0.461,0.418,0.0010,3,544
154,1.429370,1.460350,0.467,0.426,0.0010,4,547
155,0.092642,1.530137,0.466,0.421,0.0010,5,551
156,0.082385,1.559128,0.457,0.415,0.0010,6,555
157,1.416159,1.454333,0.471,0.437,0.0010,0,558
