_epoch,train_loss,valid_loss,acc,val_acc,lr,early_stopping,elapsed_time
1,2.234444,2.139537,0.185,0.205,0.100000,0,3
2,2.018031,2.019163,0.247,0.229,0.100000,0,6
3,1.945444,1.943818,0.273,0.260,0.100000,0,10
4,1.878075,1.890805,0.294,0.273,0.100000,0,13
5,1.818293,1.841906,0.320,0.289,0.100000,0,17
6,1.765392,1.842409,0.338,0.300,0.100000,0,20
7,1.731236,1.782770,0.351,0.322,0.100000,0,24
8,1.697467,1.739350,0.361,0.336,0.100000,0,27
9,1.673117,1.736411,0.373,0.340,0.100000,0,31
10,1.654056,1.765202,0.379,0.324,0.100000,1,34
11,1.639922,1.835664,0.386,0.319,0.100000,2,38
12,1.620687,1.722738,0.392,0.337,0.100000,3,41
13,1.614432,1.735970,0.395,0.340,0.100000,0,45
14,1.600378,1.652653,0.400,0.375,0.100000,0,48
15,1.592226,1.785507,0.399,0.325,0.100000,1,52
16,1.585923,1.684919,0.403,0.337,0.100000,2,55
17,1.578400,1.806365,0.411,0.332,0.100000,3,58
18,1.570747,1.633758,0.412,0.372,0.100000,4,62
19,1.567700,1.798702,0.409,0.317,0.100000,5,65
20,1.563556,1.652463,0.412,0.358,0.100000,6,69
21,1.555024,1.725566,0.416,0.350,0.100000,7,72
22,1.555718,1.621837,0.417,0.377,0.100000,0,76
23,1.548513,1.757965,0.420,0.340,0.100000,1,79
24,1.550520,1.668171,0.422,0.367,0.100000,2,83
25,1.541609,1.608984,0.421,0.385,0.100000,0,86
26,1.541068,1.605415,0.421,0.387,0.100000,0,90
27,1.534429,1.642455,0.423,0.370,0.100000,1,93
28,1.533979,1.789677,0.425,0.341,0.100000,2,96
29,1.533041,1.714272,0.425,0.362,0.100000,3,100
30,1.532664,1.667154,0.425,0.369,0.100000,4,103
31,1.523625,1.602417,0.428,0.386,0.100000,5,107
32,1.525821,1.600850,0.430,0.384,0.100000,6,110
33,1.524909,1.580748,0.428,0.381,0.100000,7,114
34,1.524952,1.906898,0.430,0.325,0.100000,8,117
35,1.525963,1.612973,0.426,0.375,0.100000,9,121
36,1.524157,1.677476,0.428,0.363,0.100000,10,124
37,1.521749,1.667164,0.429,0.376,0.100000,11,128
38,1.521213,1.868058,0.430,0.309,0.100000,12,131
39,1.513883,1.717649,0.432,0.354,0.100000,13,134
40,1.514509,1.700229,0.434,0.350,0.100000,14,138
41,1.515281,1.671163,0.432,0.366,0.100000,15,141
42,1.517318,1.570427,0.429,0.406,0.100000,0,145
43,1.515308,1.641084,0.433,0.370,0.100000,1,148
44,1.514693,1.594810,0.432,0.396,0.100000,2,152
45,1.506556,1.609365,0.436,0.376,0.100000,3,155
46,1.513111,1.573356,0.434,0.394,0.100000,4,159
47,1.510436,1.638313,0.436,0.363,0.100000,5,162
48,1.507373,1.600786,0.436,0.380,0.100000,6,166
49,1.509152,1.667486,0.434,0.370,0.100000,7,169
