_epoch,train_loss,valid_loss,acc,val_acc,lr,early_stopping,elapsed_time
1,0.196887,2.077671,0.217,0.221,0.100000,0,3
2,0.179089,1.977317,0.271,0.253,0.100000,0,6
3,0.170560,1.948844,0.302,0.253,0.100000,1,10
4,0.164232,1.831933,0.325,0.288,0.100000,0,13
5,0.160536,1.774777,0.342,0.334,0.100000,0,17
6,0.157334,1.758081,0.357,0.336,0.100000,0,20
7,0.154874,1.738873,0.368,0.339,0.100000,0,24
8,0.153180,1.719530,0.377,0.353,0.100000,0,27
9,0.152004,1.705034,0.383,0.358,0.100000,0,31
10,0.151016,1.771159,0.388,0.330,0.100000,1,34
11,0.150058,1.717452,0.396,0.363,0.100000,0,38
12,0.149173,1.695036,0.398,0.363,0.100000,1,41
13,0.148284,1.668798,0.402,0.381,0.100000,0,45
14,0.148013,1.696504,0.406,0.372,0.100000,1,48
15,0.147240,1.681768,0.409,0.364,0.100000,2,52
16,0.146669,1.678799,0.411,0.368,0.100000,3,55
17,0.146418,1.652215,0.413,0.385,0.100000,0,58
18,0.145982,1.641148,0.412,0.391,0.100000,0,62
19,0.145558,1.649307,0.418,0.385,0.100000,1,65
20,0.145255,1.653459,0.420,0.375,0.100000,2,69
21,0.144898,1.635722,0.420,0.390,0.100000,3,72
22,0.144913,1.632641,0.421,0.382,0.100000,4,76
23,0.144407,1.644466,0.423,0.379,0.100000,5,79
24,0.144123,1.622941,0.424,0.400,0.100000,0,83
25,0.144055,1.655030,0.426,0.368,0.100000,1,86
26,0.144052,1.615588,0.425,0.394,0.100000,2,90
27,0.143814,1.646010,0.429,0.375,0.100000,3,93
28,0.143224,1.644059,0.429,0.394,0.100000,4,97
29,0.143117,1.637980,0.430,0.392,0.100000,5,100
30,0.143663,1.615118,0.426,0.397,0.100000,6,103
31,0.142894,1.610571,0.430,0.406,0.100000,0,107
32,0.142749,1.628287,0.430,0.382,0.100000,1,110
33,0.142911,1.671642,0.427,0.354,0.100000,2,114
34,0.142788,1.663157,0.432,0.380,0.100000,3,117
35,0.142564,1.606545,0.433,0.394,0.100000,4,121
36,0.142533,1.634044,0.431,0.409,0.100000,0,124
37,0.142205,1.613572,0.433,0.385,0.100000,1,128
38,0.142077,1.620023,0.434,0.388,0.100000,2,131
39,0.142022,1.623435,0.434,0.386,0.100000,3,135
40,0.142245,1.666128,0.434,0.371,0.100000,4,138
41,0.141783,1.607246,0.437,0.402,0.100000,5,142
42,0.142037,1.606461,0.436,0.394,0.100000,6,145
43,0.141834,1.641928,0.435,0.390,0.100000,7,149
44,0.141812,1.643934,0.438,0.378,0.100000,8,152
45,0.141750,1.656869,0.436,0.377,0.100000,9,155
46,0.141848,1.652264,0.437,0.372,0.100000,10,159
47,0.141672,1.621675,0.435,0.387,0.100000,11,162
48,0.141765,1.637404,0.438,0.386,0.100000,12,166
49,0.141644,1.602250,0.437,0.407,0.100000,13,169
50,0.141760,1.651221,0.439,0.385,0.100000,14,173
51,0.141642,1.636149,0.438,0.385,0.100000,15,176
52,0.141523,1.618312,0.438,0.397,0.100000,16,180
53,0.141339,1.628990,0.440,0.381,0.100000,17,183
